plot,species,individual,height,sla
29,Echium plantagineum,3,38.0,26.10068259
29,Echium plantagineum,4,41.0,26.16026711
29,Echium plantagineum,5,39.0,24.8199853
29,Echium plantagineum,6,37.0,23.9986124
29,Echium plantagineum,7,42.0,24.32811212
29,Echium plantagineum,8,39.0,22.73603857
29,Echium plantagineum,9,49.0,22.96973962
29,Echium plantagineum,10,45.0,20.09879254
29,Silene vulgaris,1,17.0,25.16468435
29,Silene vulgaris,2,20.0,25.50697085
29,Silene vulgaris,3,8.0,30.50356506
29,Silene vulgaris,4,11.0,28.82352941
29,Silene vulgaris,5,10.0,34.63314097
29,Silene vulgaris,6,9.0,37.08301009
29,Silene vulgaris,7,10.0,28.87613293
29,Silene vulgaris,8,8.0,38.48484848
29,Silene vulgaris,9,9.0,41.03383459
29,Silene vulgaris,10,10.0,48.71485944
30,Anthemis arvensis,1,17.0,24.98559078
30,Anthemis arvensis,2,37.0,23.34934277
30,Anthemis arvensis,3,24.0,25.18915511
30,Anthemis arvensis,4,27.0,20.66233766
30,Anthemis arvensis,5,23.0,18.89566396
30,Anthemis arvensis,6,33.0,21.14952771
30,Anthemis arvensis,7,28.0,24.03375068
30,Anthemis arvensis,8,22.0,25.86267606
30,Anthemis arvensis,9,17.0,37.08154506
30,Anthemis arvensis,10,17.0,28.27547592
30,Bromus rubens,1,32.0,34.93961353
30,Bromus rubens,2,15.0,39.04411765
30,Bromus rubens,4,11.0,40.39726027
30,Bromus rubens,5,12.0,43.80530973
30,Bromus rubens,6,10.0,46.0483871
30,Bromus rubens,7,13.0,38.88888889
30,Bromus rubens,9,11.0,42.15805471
30,Bromus rubens,10,12.0,41.87242798
30,Bromus tectorum,2,24.0,14.95742668
30,Bromus tectorum,3,23.0,25.64154786
30,Bromus tectorum,4,29.0,30.82655827
30,Bromus tectorum,5,23.0,36.84210526
30,Bromus tectorum,6,19.0,32.4009324
30,Bromus tectorum,7,21.0,29.75912976
30,Bromus tectorum,8,21.0,23.59447005
30,Bromus tectorum,9,19.0,27.80185759
30,Bromus tectorum,10,20.0,51.64126612
30,Plantago lagopus,1,17.0,23.82611158
30,Plantago lagopus,2,10.0,24.94523731
30,Plantago lagopus,3,12.0,27.4398121
30,Plantago lagopus,4,13.0,26.61189358
30,Plantago lagopus,5,10.0,22.77902063
30,Plantago lagopus,6,13.0,23.60848636
30,Plantago lagopus,7,9.0,31.82762601
30,Plantago lagopus,8,10.0,28.62496222
30,Plantago lagopus,9,12.0,30.53608726
30,Plantago lagopus,10,13.0,23.86621718
31,Anthemis arvensis,1,18.0,22.13507625
31,Anthemis arvensis,2,22.0,27.91869919
31,Anthemis arvensis,3,20.0,27.97966963
31,Anthemis arvensis,4,23.0,24.45967742
31,Anthemis arvensis,5,23.0,27.51861042
31,Anthemis arvensis,6,30.0,21.19760479
31,Anthemis arvensis,7,16.0,24.5540797
31,Anthemis arvensis,8,20.0,30.30042918
31,Anthemis arvensis,9,19.0,32.48044693
31,Anthemis arvensis,10,15.0,29.00921659
31,Biserrula pelecinus,1,8.0,44.01206637
31,Biserrula pelecinus,2,9.0,41.95571956
31,Biserrula pelecinus,3,7.0,44.54361055
31,Biserrula pelecinus,4,4.3,29.21299639
31,Biserrula pelecinus,5,7.5,34.36060365
31,Biserrula pelecinus,6,5.2,48.00792864
31,Biserrula pelecinus,7,7.1,39.96815287
31,Biserrula pelecinus,8,12.0,49.84761905
31,Biserrula pelecinus,9,9.5,53.52731591
31,Biserrula pelecinus,10,7.3,45.43650794
31,Bromus rubens,1,11.0,32.77202073
31,Bromus rubens,2,13.0,37.90229885
31,Bromus rubens,3,17.0,38.48857645
31,Bromus rubens,4,9.0,27.48427673
31,Bromus rubens,5,12.0,27.77150917
31,Bromus rubens,6,15.0,26.36363636
31,Bromus rubens,7,13.0,25.83657588
31,Bromus rubens,8,15.0,31.37524558
31,Bromus rubens,9,14.0,33.1127451
31,Bromus rubens,10,10.0,40.52109181
31,Medicago sativa,1,13.0,24.52423698
31,Medicago sativa,2,8.0,34.10628019
31,Medicago sativa,3,15.0,27.08182476
31,Medicago sativa,4,16.0,18.4
31,Medicago sativa,5,12.0,23.35892514
31,Medicago sativa,6,13.0,20.15961692
31,Medicago sativa,7,14.0,31.27764128
31,Medicago sativa,8,10.0,34.90486258
31,Medicago sativa,9,9.0,29.52655889
31,Medicago sativa,10,13.0,28.61236802
31,Plantago lagopus,1,9.0,34.44279346
31,Plantago lagopus,2,14.0,34.88623216
31,Plantago lagopus,3,13.0,24.26768278
31,Plantago lagopus,4,14.0,25.8028169
31,Plantago lagopus,5,13.5,24.96767608
31,Plantago lagopus,6,12.0,32.34866828
31,Plantago lagopus,7,15.0,26.24009424
31,Plantago lagopus,8,14.5,30.83288984
31,Plantago lagopus,9,12.0,34.02548726
31,Plantago lagopus,10,14.0,24.61887377
31,Trifolium cherleri,1,8.0,23.26047359
31,Trifolium cherleri,2,6.0,25.10578279
31,Trifolium cherleri,3,7.0,27.3525557
31,Trifolium cherleri,4,5.0,26.46258503
31,Trifolium cherleri,5,3.5,23.07593308
31,Trifolium cherleri,6,9.0,23.93678161
31,Trifolium cherleri,7,10.0,21.96581197
31,Trifolium cherleri,8,4.0,21.81818182
31,Trifolium cherleri,9,8.0,26.28865979
31,Trifolium cherleri,10,9.0,22.15246637
32,Biserrula pelecinus,1,10.4,45.13586957
32,Biserrula pelecinus,2,6.8,42.71055179
32,Biserrula pelecinus,3,8.5,48.05479452
32,Biserrula pelecinus,4,7.5,46.47460938
32,Biserrula pelecinus,5,7.3,37.84539474
32,Biserrula pelecinus,6,10.4,41.93014706
32,Biserrula pelecinus,7,14.6,46.6446281
32,Biserrula pelecinus,8,8.9,53.88338834
32,Biserrula pelecinus,9,14.0,45.6640625
32,Biserrula pelecinus,10,8.0,43.72246696
32,Bromus rubens,1,17.0,41.1299435
32,Bromus rubens,2,19.0,37.35
32,Bromus rubens,3,12.0,44.62686567
32,Bromus rubens,4,11.0,34.8
32,Bromus rubens,5,14.0,23.60824742
32,Bromus rubens,6,13.0,23.22097378
32,Bromus rubens,7,12.0,45.35175879
32,Bromus rubens,8,14.0,61.53846154
32,Bromus rubens,9,12.0,24.9122807
32,Bromus rubens,10,10.0,36.34831461
32,Crepis taraxacifolia,1,10.5,38.06310254
32,Crepis taraxacifolia,2,21.0,25.65699659
32,Crepis taraxacifolia,3,23.0,36.68091168
32,Crepis taraxacifolia,4,16.0,34.81654436
32,Crepis taraxacifolia,5,22.0,34.47508897
32,Crepis taraxacifolia,6,24.0,30.4712813
32,Crepis taraxacifolia,7,28.0,46.75359412
32,Crepis taraxacifolia,8,27.0,43.00911854
32,Crepis taraxacifolia,10,34.0,34.49263039
32,Dactylis glomerata,1,35.0,32.77254374
32,Dactylis glomerata,2,38.0,29.52008346
32,Dactylis glomerata,3,34.0,26.96854664
32,Dactylis glomerata,4,29.0,27.33974359
32,Dactylis glomerata,5,28.0,30.67687747
32,Dactylis glomerata,6,34.0,27.5798572
32,Dactylis glomerata,7,28.0,42.42730721
32,Dactylis glomerata,8,37.0,39.86136227
32,Dactylis glomerata,9,26.0,33.1640625
32,Dactylis glomerata,10,28.0,30.79311509
32,Hordeum murinum,1,17.0,41.5835141
32,Hordeum murinum,2,15.0,32.45945946
32,Hordeum murinum,4,16.0,37.95620438
32,Hordeum murinum,5,18.0,47.99418605
32,Hordeum murinum,6,19.0,43.6779661
32,Hordeum murinum,8,23.0,36.16060226
32,Hordeum murinum,9,24.0,56.0252809
32,Hordeum murinum,10,22.0,40.97772277
32,Plantago lagopus,1,13.0,30.11122995
32,Plantago lagopus,2,9.0,34.47619048
32,Plantago lagopus,3,7.5,25.23752495
32,Plantago lagopus,4,6.4,33.6217747
32,Plantago lagopus,5,14.0,24.7978033
32,Plantago lagopus,6,9.8,33.09304275
32,Plantago lagopus,7,6.5,31.23278689
32,Plantago lagopus,8,9.5,26.89989236
32,Plantago lagopus,9,7.5,34.86346516
32,Plantago lagopus,10,15.0,25.06762352
32,Trifolium striatum,1,7.9,35.02752294
32,Trifolium striatum,2,4.5,45.05338078
32,Trifolium striatum,3,9.8,36.1627907
32,Trifolium striatum,4,4.5,30.83333333
32,Trifolium striatum,5,7.5,37.89855072
32,Trifolium striatum,6,4.8,33.12127237
32,Trifolium striatum,7,6.2,34.40425532
32,Trifolium striatum,8,5.5,34.31372549
32,Trifolium striatum,9,5.7,37.0
32,Trifolium striatum,10,4.8,46.02409639
33,Biserrula pelecinus,1,7.2,35.5036855
33,Biserrula pelecinus,2,9.0,44.08080808
33,Biserrula pelecinus,3,7.0,53.80434783
33,Biserrula pelecinus,4,6.0,37.74350649
33,Biserrula pelecinus,5,6.6,34.81958763
33,Biserrula pelecinus,6,7.0,39.09722222
33,Biserrula pelecinus,7,7.6,30.89285714
33,Biserrula pelecinus,8,8.0,46.61473088
33,Biserrula pelecinus,9,9.0,48.96576839
33,Biserrula pelecinus,10,5.0,30.87301587
33,Bromus hordeaceus,1,11.0,25.11166
33,Bromus hordeaceus,2,15.0,24.72403
33,Bromus hordeaceus,3,16.0,28.23661
33,Bromus hordeaceus,4,18.0,24.44736842
33,Bromus hordeaceus,5,18.0,31.20098
33,Bromus hordeaceus,6,16.0,27.98507
33,Bromus hordeaceus,7,14.0,27.51412
33,Bromus hordeaceus,8,11.0,32.72446
33,Bromus hordeaceus,10,13.0,31.36957
33,Bromus rubens,1,14.5,28.35294
33,Bromus rubens,4,12.0,22.47059
33,Bromus rubens,5,12.0,31.5258
33,Bromus rubens,6,9.0,24.85944
33,Bromus rubens,7,15.0,34.15385
33,Bromus rubens,8,12.5,37.51799
33,Bromus rubens,9,14.0,29.76744
33,Bromus rubens,10,10.5,22.01005
33,Crepis taraxacifolia,1,12.0,43.6344086
33,Crepis taraxacifolia,2,19.0,32.43902439
33,Crepis taraxacifolia,3,12.0,45.3313253
33,Echium plantagineum,1,24.0,25.9400545
33,Echium plantagineum,2,26.0,20.64822818
33,Echium plantagineum,3,37.0,23.48079162
33,Echium plantagineum,4,23.0,29.11088911
33,Echium plantagineum,5,25.0,23.63963964
33,Echium plantagineum,6,28.0,26.91756272
33,Echium plantagineum,7,28.0,21.11226611
33,Echium plantagineum,8,24.0,26.86294416
33,Echium plantagineum,9,29.0,22.28198859
33,Echium plantagineum,10,26.0,21.89721159
33,Plantago lagopus,1,7.0,30.48453608
33,Plantago lagopus,2,8.0,32.80155642
33,Plantago lagopus,3,6.0,31.80911681
33,Plantago lagopus,4,7.0,30.90391697
33,Plantago lagopus,5,8.0,35.00521921
33,Plantago lagopus,6,9.0,28.28453453
33,Plantago lagopus,7,7.0,31.97204194
33,Plantago lagopus,8,6.0,35.15355805
33,Plantago lagopus,9,11.0,27.45957711
33,Plantago lagopus,10,6.5,26.37640449
33,Trifolium cherleri,1,13.0,25.90111643
33,Trifolium cherleri,2,8.0,30.32894737
33,Trifolium cherleri,3,10.5,26.94980695
33,Trifolium cherleri,4,10.4,27.15930902
33,Trifolium cherleri,5,10.2,20.94736842
33,Trifolium cherleri,6,11.0,30.0
33,Trifolium cherleri,7,9.7,30.86560364
33,Trifolium cherleri,8,5.3,29.17431193
33,Trifolium cherleri,9,7.0,34.35114504
33,Trifolium cherleri,10,8.1,34.67248908
34,Anthemis arvensis,1,26.0,33.93034826
34,Anthemis arvensis,2,28.0,27.41193386
34,Anthemis arvensis,3,24.0,28.49584278
34,Anthemis arvensis,4,24.0,21.5503463
34,Anthemis arvensis,5,19.0,43.7236534
34,Anthemis arvensis,6,16.0,34.48818898
34,Anthemis arvensis,7,22.0,23.58865248
34,Anthemis arvensis,8,15.0,40.29411765
34,Anthemis arvensis,9,24.0,31.5
34,Anthemis arvensis,10,22.0,33.63709677
34,Biserrula pelecinus,1,6.8,36.1618799
34,Biserrula pelecinus,2,7.2,38.19753086
34,Biserrula pelecinus,3,7.7,38.98510242
34,Biserrula pelecinus,4,7.5,40.32631579
34,Biserrula pelecinus,5,8.0,31.76470588
34,Biserrula pelecinus,6,8.0,41.40522876
34,Biserrula pelecinus,7,6.1,31.8115942
34,Biserrula pelecinus,8,7.3,34.94396015
34,Biserrula pelecinus,9,8.1,31.57419355
34,Biserrula pelecinus,10,7.5,37.60869565
34,Bromus rubens,1,15.0,35.61715481
34,Bromus rubens,3,15.0,21.04133545
34,Bromus rubens,4,18.0,21.94388778
34,Bromus rubens,5,15.0,37.54571704
34,Bromus rubens,6,15.0,34.2038835
34,Bromus rubens,7,15.0,36.19119879
34,Bromus rubens,9,12.0,29.5264624
34,Bromus rubens,10,13.0,39.89296636
34,Neatostema apulum,1,12.0,22.51207729
34,Neatostema apulum,2,11.0,32.8125
34,Neatostema apulum,3,8.0,21.71428571
34,Neatostema apulum,4,9.0,21.55555556
34,Neatostema apulum,5,9.0,24.35797665
34,Neatostema apulum,6,10.0,29.00584795
34,Neatostema apulum,7,11.0,23.34763948
34,Neatostema apulum,8,11.0,28.85542169
34,Neatostema apulum,9,10.0,23.33333333
34,Neatostema apulum,10,13.0,26.59340659
34,Ornithopus compressus,1,11.0,20.97560976
34,Ornithopus compressus,2,14.0,31.35062129
34,Ornithopus compressus,3,21.0,35.7219973
34,Ornithopus compressus,4,21.0,40.38854806
34,Ornithopus compressus,5,20.0,38.04036458
34,Ornithopus compressus,6,29.0,31.64992826
34,Ornithopus compressus,7,18.0,33.62606232
34,Ornithopus compressus,8,15.0,36.79079956
34,Ornithopus compressus,9,21.0,38.76779847
34,Ornithopus compressus,10,19.0,42.0
34,Plantago lagopus,1,12.0,29.47521866
34,Plantago lagopus,2,11.0,31.56203658
34,Plantago lagopus,3,11.5,32.12008282
34,Plantago lagopus,4,12.0,35.06057269
34,Plantago lagopus,5,9.0,30.44240733
34,Plantago lagopus,6,9.0,32.04696673
34,Plantago lagopus,7,12.0,30.75968992
34,Plantago lagopus,8,8.5,38.33003953
34,Plantago lagopus,9,10.0,33.83189122
34,Plantago lagopus,10,10.0,30.73484385
34,Trifolium cherleri,1,11.0,31.07394366
34,Trifolium cherleri,2,13.0,40.06097561
34,Trifolium cherleri,3,11.0,33.32987552
34,Trifolium cherleri,4,14.0,36.17021277
34,Trifolium cherleri,5,10.0,35.63467492
34,Trifolium cherleri,6,14.0,35.49228944
34,Trifolium cherleri,7,13.0,33.60131255
34,Trifolium cherleri,8,11.0,36.33653846
34,Trifolium cherleri,9,12.0,31.98113208
34,Trifolium cherleri,10,13.0,35.05747126
35,Anthemis arvensis,1,18.0,21.42241379
35,Anthemis arvensis,2,15.0,31.6954023
35,Anthemis arvensis,3,13.0,35.36585366
35,Anthemis arvensis,4,13.5,37.8
35,Anthemis arvensis,5,10.0,30.72033898
35,Anthemis arvensis,6,14.0,36.77165354
35,Anthemis arvensis,7,13.0,34.03508772
35,Anthemis arvensis,8,10.0,32.20779221
35,Anthemis arvensis,9,9.8,28.02325581
35,Anthemis arvensis,10,14.0,25.42677448
35,Bromus hordeaceus,1,5.5,42.76699029
35,Bromus hordeaceus,2,6.0,48.10526316
35,Bromus hordeaceus,3,9.0,40.781893
35,Bromus hordeaceus,4,9.5,37.62402089
35,Bromus hordeaceus,5,6.3,43.33333333
35,Bromus hordeaceus,6,6.5,32.53968254
35,Bromus hordeaceus,7,8.0,25.52795031
35,Bromus hordeaceus,8,9.0,44.38818565
35,Bromus hordeaceus,9,8.5,33.33333333
35,Bromus hordeaceus,10,5.5,35.56485356
35,Convolvulus arvensis,1,12.0,25.53127355
35,Convolvulus arvensis,2,8.0,35.82216809
35,Convolvulus arvensis,3,9.0,33.50850077
35,Convolvulus arvensis,4,13.0,36.23981374
35,Convolvulus arvensis,5,11.5,30.68852459
35,Convolvulus arvensis,6,12.0,28.58798736
35,Convolvulus arvensis,7,9.0,24.03932082
35,Convolvulus arvensis,8,15.0,30.06706908
35,Convolvulus arvensis,9,15.0,23.57881137
35,Convolvulus arvensis,10,16.0,24.96656264
35,Crepis capillaris,1,15.0,53.82022472
35,Crepis capillaris,2,16.0,66.8359375
35,Crepis capillaris,3,17.0,50.03395586
35,Crepis capillaris,4,19.0,58.0075662
35,Crepis capillaris,5,14.6,55.19607843
35,Crepis capillaris,6,17.0,56.09848485
35,Crepis capillaris,7,16.5,47.75
35,Crepis capillaris,8,8.6,53.67213115
35,Crepis capillaris,9,10.0,48.08988764
35,Ornithopus compressus,1,15.0,35.49689441
35,Ornithopus compressus,2,12.0,40.92568449
35,Ornithopus compressus,3,10.0,37.84
35,Ornithopus compressus,4,8.0,34.08695652
35,Ornithopus compressus,5,10.0,38.47457627
35,Ornithopus compressus,6,11.0,46.57894737
35,Ornithopus compressus,7,9.0,33.62962963
35,Ornithopus compressus,8,8.0,45.5862069
35,Ornithopus compressus,9,8.0,41.31455399
35,Ornithopus compressus,10,7.0,34.11411411
35,Plantago lagopus,1,8.2,24.30920013
35,Plantago lagopus,2,9.5,26.63535143
35,Plantago lagopus,3,7.0,29.03641457
35,Plantago lagopus,4,10.0,33.81554307
35,Plantago lagopus,5,7.2,31.49182561
35,Plantago lagopus,6,5.8,35.4295837
35,Plantago lagopus,7,8.0,27.29885057
35,Plantago lagopus,8,6.0,30.02853067
35,Plantago lagopus,9,7.0,32.35876529
35,Plantago lagopus,10,7.8,32.50169722
35,Trifolium cherleri,1,9.5,33.77952756
35,Trifolium cherleri,2,5.5,33.40471092
35,Trifolium cherleri,3,8.4,34.35825106
35,Trifolium cherleri,4,5.7,33.08702791
35,Trifolium cherleri,5,4.7,32.99450549
35,Trifolium cherleri,6,6.4,31.06227106
35,Trifolium cherleri,7,5.0,28.6
35,Trifolium cherleri,8,6.4,35.4950495
35,Trifolium cherleri,9,4.6,30.07709251
35,Trifolium cherleri,10,4.7,27.05159705
35,Vulpia ciliata,1,8.2,27.83950617
35,Vulpia ciliata,2,5.5,16.69354839
35,Vulpia ciliata,3,11.0,31.74193548
35,Vulpia ciliata,4,9.0,18.09815951
35,Vulpia ciliata,5,12.0,23.87387387
35,Vulpia ciliata,6,10.0,17.29927007
35,Vulpia ciliata,7,10.0,21.0367893
35,Vulpia ciliata,8,13.0,23.29949239
35,Vulpia ciliata,9,11.0,29.46188341
35,Vulpia ciliata,10,9.0,22.58373206
36,Anthemis arvensis,1,22.0,20.32925682
36,Anthemis arvensis,2,21.0,30.1891253
36,Anthemis arvensis,3,19.0,29.58041958
36,Anthemis arvensis,4,20.0,29.82089552
36,Anthemis arvensis,5,20.0,37.16346154
36,Anthemis arvensis,6,22.0,30.5025641
36,Anthemis arvensis,7,21.0,29.13649025
36,Anthemis arvensis,8,35.0,21.77762833
36,Anthemis arvensis,9,24.0,33.70454545
36,Anthemis arvensis,10,20.0,31.45251397
36,Biserrula pelecinus,1,7.5,32.05784732
36,Biserrula pelecinus,2,8.0,33.91006843
36,Biserrula pelecinus,3,5.3,37.72919605
36,Biserrula pelecinus,4,4.5,35.4799514
36,Biserrula pelecinus,5,3.2,45.65693431
36,Biserrula pelecinus,6,4.0,41.45488029
36,Biserrula pelecinus,7,6.8,39.78021978
36,Biserrula pelecinus,8,4.9,34.51550388
36,Biserrula pelecinus,9,6.7,31.13057325
36,Biserrula pelecinus,10,5.5,41.38228942
36,Neatostema apulum,1,22.0,19.76430976
36,Neatostema apulum,2,15.0,20.0
36,Neatostema apulum,3,15.0,13.98601399
36,Neatostema apulum,4,16.0,16.6507177
36,Neatostema apulum,5,17.0,16.34615385
36,Neatostema apulum,6,13.0,27.79761905
36,Neatostema apulum,7,14.0,30.24154589
36,Neatostema apulum,8,12.0,27.68041237
36,Neatostema apulum,9,14.0,23.02788845
36,Neatostema apulum,10,11.0,29.36
36,Ornithopus compressus,1,15.0,28.74476987
36,Ornithopus compressus,2,11.0,36.74669868
36,Ornithopus compressus,3,9.0,46.07806691
36,Ornithopus compressus,4,12.0,33.73500261
36,Ornithopus compressus,5,9.0,32.48894504
36,Ornithopus compressus,6,11.0,33.11688312
36,Ornithopus compressus,7,8.0,29.90774908
36,Ornithopus compressus,8,15.0,32.40196078
36,Ornithopus compressus,9,21.0,33.79840849
36,Ornithopus compressus,10,9.5,28.88162672
36,Plantago lagopus,1,6.5,21.76691729
36,Plantago lagopus,2,8.4,26.34243837
36,Plantago lagopus,3,8.5,25.88516746
36,Plantago lagopus,4,11.0,30.93006489
36,Plantago lagopus,5,9.8,27.97337278
36,Plantago lagopus,6,8.3,32.96666667
36,Plantago lagopus,7,8.2,39.8603352
36,Plantago lagopus,8,8.4,35.55203046
36,Plantago lagopus,9,9.0,30.50526316
36,Plantago lagopus,10,12.0,31.4893617
36,Trifolium cherleri,1,13.0,20.98550725
36,Trifolium cherleri,2,15.0,24.66872111
36,Trifolium cherleri,3,15.0,31.85915493
36,Trifolium cherleri,4,15.0,22.72820513
36,Trifolium cherleri,5,13.0,29.58815959
36,Trifolium cherleri,7,9.0,29.69879518
36,Trifolium cherleri,8,11.0,31.52272727
36,Trifolium cherleri,9,9.5,31.66184971
36,Trifolium cherleri,10,10.0,30.43771044
37,Anthemis arvensis,1,25.0,21.96616103
37,Anthemis arvensis,2,34.0,25.24237881
37,Anthemis arvensis,3,25.0,27.62904637
37,Anthemis arvensis,4,21.0,26.60311958
37,Anthemis arvensis,5,19.0,25.34918276
37,Anthemis arvensis,6,24.0,32.01540436
37,Anthemis arvensis,7,17.0,30.28169014
37,Anthemis arvensis,8,22.0,28.58208955
37,Anthemis arvensis,9,27.0,21.87817259
37,Anthemis arvensis,10,23.0,26.03648425
37,Bromus hordeaceus,1,17.0,37.9245283
37,Bromus hordeaceus,2,12.0,39.2233
37,Bromus hordeaceus,3,13.0,35.13661
37,Bromus hordeaceus,4,14.0,32.89575
37,Bromus hordeaceus,5,18.0,27.15025907
37,Bromus hordeaceus,6,13.0,26.18181818
37,Bromus hordeaceus,7,21.0,24.9354
37,Bromus hordeaceus,8,18.0,28.58612
37,Bromus hordeaceus,9,22.0,33.03867403
37,Bromus hordeaceus,10,21.0,28.31606
37,Echium plantagineum,1,33.0,20.62730627
37,Echium plantagineum,2,50.0,23.76467519
37,Echium plantagineum,3,28.0,28.86792453
37,Echium plantagineum,4,42.0,23.44748858
37,Echium plantagineum,5,27.0,30.4524181
37,Echium plantagineum,6,41.0,28.09404911
37,Echium plantagineum,7,32.0,23.86683739
37,Echium plantagineum,8,52.0,22.48420102
37,Echium plantagineum,9,38.0,26.73655063
37,Echium plantagineum,10,27.0,37.30690362
37,Medicago sativa,1,12.0,19.22628305
37,Medicago sativa,2,21.0,20.39413845
37,Medicago sativa,3,22.0,19.99330208
37,Medicago sativa,4,19.0,23.76146789
37,Medicago sativa,5,20.0,20.16989146
37,Medicago sativa,6,16.0,28.7755102
37,Medicago sativa,7,18.0,21.86719264
37,Medicago sativa,8,13.0,25.92391304
37,Medicago sativa,9,17.0,22.18262806
37,Medicago sativa,10,20.0,19.66890843
37,Plantago lagopus,1,15.0,23.52285521
37,Plantago lagopus,2,13.0,28.6201232
37,Plantago lagopus,3,10.0,34.9261745
37,Plantago lagopus,4,19.0,29.36635819
37,Plantago lagopus,5,10.0,29.38606848
37,Plantago lagopus,6,9.0,26.64090369
37,Plantago lagopus,7,12.0,40.14397906
37,Plantago lagopus,8,15.0,36.8003663
37,Plantago lagopus,9,15.0,27.61789112
37,Plantago lagopus,10,17.0,23.94718485
38,Echium plantagineum,1,41.0,21.20995877
38,Echium plantagineum,2,26.0,22.32933579
38,Echium plantagineum,3,29.0,30.69373942
38,Echium plantagineum,4,20.0,25.7682359
38,Echium plantagineum,5,35.0,23.04065999
38,Echium plantagineum,6,32.0,32.49265786
38,Echium plantagineum,7,33.0,29.89916703
38,Echium plantagineum,8,34.0,21.17811279
38,Echium plantagineum,9,29.0,28.06532663
38,Echium plantagineum,10,28.0,17.84034212
38,Eryngium campestre,1,24.0,12.58092222
38,Eryngium campestre,2,18.0,12.68903368
38,Eryngium campestre,3,22.0,7.265109954
38,Eryngium campestre,4,32.0,8.483022221
38,Eryngium campestre,5,28.0,9.983854346
38,Eryngium campestre,6,32.0,7.553215216
38,Eryngium campestre,7,30.0,8.375142469
38,Eryngium campestre,8,34.0,6.850073747
38,Eryngium campestre,9,25.0,7.715601766
38,Eryngium campestre,10,28.0,8.812151882
38,Lolium rigidum,1,21.0,21.64893617
38,Lolium rigidum,2,22.0,23.08214528
38,Lolium rigidum,3,28.0,19.35483871
38,Lolium rigidum,4,17.0,22.43027888
38,Lolium rigidum,5,16.0,22.87316048
38,Lolium rigidum,6,15.0,31.09972041
38,Lolium rigidum,7,16.0,25.20504732
38,Lolium rigidum,8,13.0,25.13677812
38,Lolium rigidum,10,12.0,20.72273325
39,Anthemis arvensis,1,30.0,20.19767442
39,Anthemis arvensis,2,16.0,28.07153966
39,Anthemis arvensis,3,17.0,26.98209719
39,Anthemis arvensis,4,9.0,35.03937008
39,Anthemis arvensis,5,17.0,34.15204678
39,Anthemis arvensis,6,12.0,32.38095238
39,Anthemis arvensis,7,12.0,30.82524272
39,Anthemis arvensis,8,18.0,35.22691706
39,Anthemis arvensis,9,20.0,26.29717918
39,Anthemis arvensis,10,11.0,29.25510204
39,Carthamus sp,1,30.0,18.78198351
39,Carthamus sp,2,39.0,20.58664037
39,Carthamus sp,3,26.0,27.1300813
39,Carthamus sp,4,24.0,22.68456376
39,Carthamus sp,5,20.0,21.18726592
39,Carthamus sp,6,26.0,22.23030744
39,Carthamus sp,7,25.0,21.01324503
39,Carthamus sp,8,45.0,18.7035809
39,Carthamus sp,9,27.0,20.89961602
39,Carthamus sp,10,15.0,30.49936306
39,Echium plantagineum,1,35.0,24.52665941
39,Echium plantagineum,2,29.0,23.86944554
39,Echium plantagineum,3,40.0,20.34412266
39,Echium plantagineum,4,28.0,27.03383551
39,Echium plantagineum,5,29.0,22.7845383
39,Echium plantagineum,6,32.0,26.21621622
39,Echium plantagineum,7,36.0,18.94
39,Echium plantagineum,8,31.0,26.01636249
39,Echium plantagineum,9,28.0,30.12284069
39,Echium plantagineum,10,23.0,25.97689076
39,Foeniculum vulgare,1,18.0,22.0661157
39,Foeniculum vulgare,2,21.0,19.54987212
39,Foeniculum vulgare,3,18.0,18.41822298
39,Foeniculum vulgare,4,15.0,21.13802559
39,Foeniculum vulgare,5,15.0,22.93924955
39,Foeniculum vulgare,6,15.0,19.07955865
39,Foeniculum vulgare,7,17.0,18.42161299
39,Foeniculum vulgare,8,13.0,21.64965986
39,Foeniculum vulgare,9,13.0,28.96853147
39,Foeniculum vulgare,10,11.0,20.90949033
39,Hordeum murinum,1,20.0,27.65598651
39,Hordeum murinum,2,20.0,43.41853035
39,Hordeum murinum,3,18.0,39.38053097
39,Hordeum murinum,4,11.0,38.33333333
39,Hordeum murinum,5,24.0,45.35410765
39,Hordeum murinum,6,12.0,32.4704142
39,Hordeum murinum,7,16.0,26.25298329
39,Hordeum murinum,8,13.0,32.1875
39,Hordeum murinum,9,15.0,31.8875502
39,Hordeum murinum,10,13.0,33.51515152
39,Lolium rigidum,1,20.0,40.31161473
39,Lolium rigidum,2,18.0,12.5135722
39,Lolium rigidum,3,22.0,26.40849897
39,Lolium rigidum,4,17.0,31.37269939
39,Lolium rigidum,5,19.0,27.83157895
39,Lolium rigidum,6,20.0,26.32653061
39,Lolium rigidum,7,15.0,25.6022409
39,Lolium rigidum,8,20.0,34.04446178
39,Lolium rigidum,9,14.0,28.82352941
39,Lolium rigidum,10,24.0,32.71186441
39,Plantago lagopus,1,19.0,27.45084368
39,Plantago lagopus,2,13.0,34.11588181
39,Plantago lagopus,3,11.0,32.16788068
39,Plantago lagopus,4,9.0,31.38974888
39,Plantago lagopus,5,10.0,32.1744325
39,Plantago lagopus,6,17.0,25.41333333
39,Plantago lagopus,7,20.0,32.30805631
39,Plantago lagopus,8,8.0,30.80384942
39,Plantago lagopus,9,12.0,34.26663369
